Gene1        Gene2        Direction    Correlation  Distant?     Distance     
EGR2         PITX3        -1           -0.75829     1            39425105     
EGR2         EP300        -1           -0.84668     1            -1           
EGR2         HES1         -1           0.81473      1            -1           
EGR2         NR2E3        -1           0.90576      1            -1           
EGR2         PPARD        -1           -0.84348     1            -1           
EGR2         DDIT3        -1           -0.84233     1            -1           
EGR2         GLI1         -1           -0.86682     1            -1           
EGR2         OTX1         0            -0.77247     1            -1           
EGR2         DMRT1        0            -0.83298     1            -1           
EGR2         HOMEZ        -1           -0.80379     1            -1           
EGR2         ELF3         -1           -0.981       1            -1           
EGR2         EHF          -1           0.82787      1            -1           
EGR2         TCF7         -1           -0.84624     1            -1           
EGR2         LHX4         -1           -0.92483     1            -1           
EGR2         MNX1         -1           -0.92984     1            -1           
EGR2         GATA3        0            -0.93806     1            56479460     
EGR2         ETV4         -1           -0.84385     1            -1           
EGR2         ONECUT1      0            -0.828       1            -1           
EGR2         ETV6         -1           -0.78006     1            -1           
EGR2         FOXJ1        -1           -0.76067     1            -1           
EGR2         FOXJ2        -1           -0.93641     1            -1           
EGR2         SIX4         -1           -0.82994     1            -1           
EGR2         LHX5         -1           -0.83892     1            -1           
EGR2         MECOM        0            0.89928      1            -1           
EGR2         POU6F1       -1           -0.90716     1            -1           
EGR2         OAZ1         -1           -0.75602     1            -1           
EGR2         RBPJ         0            -0.88855     1            -1           
EGR2         HOXB13       -1           -0.91239     1            -1           
EGR2         IRX3         -1           0.89853      1            -1           
EGR2         IRX6         0            0.96159      1            -1           
EGR2         ZNF384       -1           -0.75918     1            -1           
EGR2         MSX1         -1           0.80173      1            -1           
EGR2         KLF12        0            -0.8293      1            -1           
EGR2         MEOX1        -1           -0.77433     1            -1           
EGR2         NR4A2        0            -0.94737     1            -1           
EGR2         RORB         0            -0.84783     1            -1           
EGR2         SHOX2        0            -0.8048      1            -1           
EGR2         SIX1         -1           -0.88826     1            -1           
EGR2         SIX3         -1           -0.87121     1            -1           
EGR2         SIX6         -1           -0.79717     1            -1           
EGR2         SOX17        0            -0.7614      1            -1           
EGR2         VSX2         -1           -0.76979     1            -1           
EGR3         SP4          1            -0.7903      1            -1           
EGR3         ZNF148       -1           0.85434      1            -1           
EGR3         AIRE         1            0.85619      1            -1           
EGR3         CRX          1            0.8658       1            -1           
EGR3         PITX1        1            0.88859      1            -1           
EGR3         RAX          1            0.78661      1            -1           
EGR3         ALX1         1            -0.90951     1            -1           
EGR3         PURA         0            0.76147      1            -1           
EGR3         TFAP2C       1            0.76305      1            -1           
EGR3         ALX3         0            0.84276      1            -1           
EGR3         MAZ          0            0.79101      1            -1           
EGR3         NFIC         1            0.86007      1            -1           
EGR3         HNF4A        1            0.87202      1            -1           
EGR3         SRF          -1           0.86898      1            -1           
EGR3         ZNF263       -1           0.77858      1            -1           
EGR3         ARID3A       1            0.79731      1            -1           
EGR3         ASCL1        1            -0.90784     1            -1           
EGR3         LMO2         1            0.888        1            -1           
EGR3         MYOG         0            0.86567      1            -1           
EGR3         RXRA         0            0.7929       1            -1           
EGR3         SREBF2       -1           0.75356      1            -1           
EGR3         BRF1         0            0.9524       1            -1           
EGR3         ESRRA        0            0.92204      1            -1           
EGR3         IKZF1        1            -0.83605     1            -1           
EGR3         YY1          -1           0.76321      1            -1           
EGR3         NFYC         0            0.7505       1            -1           
EGR3         CEBPB        -1           0.84265      1            -1           
EGR3         HIF1A        0            0.86499      1            -1           
EGR3         ATF1         0            0.85567      1            -1           
EGR3         RXRB         1            0.81448      1            -1           
