Gene1        Gene2        Direction    Correlation  Distant?     Distance     
CEBPZ        TEF          -1           0.80217      1            -1           
CEBPZ        MECOM        1            -0.78196     1            -1           
CNOT3        NHLH1        -1           0.83029      1            -1           
CNOT3        SMAD7        -1           0.75222      1            -1           
CNOT3        POU2F1       0            0.78483      1            -1           
CNOT3        POU3F1       0            0.79471      1            -1           
CNOT3        TLX2         -1           0.80928      1            -1           
CTF1         GTF2I        0            0.75073      1            -1           
CTF1         NF1          0            0.75006      1            -1           
CTF1         NFIX         0            0.78292      1            -1           
CTF1         VDR          0            0.80816      1            -1           
CTF1         HIC1         0            0.78225      1            -1           
CTF1         CTCF         -1           0.83876      1            36688382     
CTF1         MXD3         -1           0.8225       1            -1           
CTF1         SREBF2       -1           0.75014      1            -1           
CTF1         ZFX          0            0.85121      1            -1           
CTF1         NR1H3        -1           0.89224      1            -1           
CTF1         YY1          -1           0.76879      1            -1           
CTF1         RARG         0            0.79515      1            -1           
CTF1         THRA         0            0.88077      1            -1           
CTF1         FOSB         0            0.87123      1            -1           
CTF1         JUNB         1            0.86693      1            -1           
CTF1         SMAD3        -1           0.823        1            -1           
CTF1         TFAP4        0            0.76178      1            26584926     
CTF1         FOXA3        0            0.81688      1            -1           
CTF1         ATF7         0            0.77891      1            -1           
CTF1         RFX1         0            0.87191      1            -1           
CTF1         ZNF143       0            0.82315      1            -1           
CTF1         MAFF         -1           0.87715      1            -1           
CTF1         NFE2         0            0.77545      1            -1           
CTF1         NR2F6        1            0.82192      1            -1           
CTF1         ZNF628       0            0.81243      1            -1           
CTF1         NR4A1        0            0.85351      1            -1           
CTF1         STAT5A       -1           0.77937      1            -1           
CTF1         ELK4         -1           0.86013      1            -1           
CTF1         ERF          0            0.75958      1            -1           
CTF1         RFX5         -1           0.84297      1            -1           
CTF1         SOX10        -1           0.828        1            -1           
CTF1         SOX12        1            0.77401      1            -1           
CTF1         XBP1         0            0.77528      1            -1           
CTF1         TP53         -1           0.85761      1            -1           
CTF1         STAT2        -1           0.81877      1            -1           
CTF1         STAT6        -1           0.86377      1            -1           
CTF1         RELB         0            0.84659      1            -1           
CTF1         MAFA         0            0.76271      1            -1           
CTF1         PITX3        -1           0.83629      1            -1           
CTF1         DBP          1            0.79719      1            -1           
CTF1         EP300        -1           0.844        1            -1           
CTF1         PPARD        -1           0.84321      1            -1           
CTF1         DDIT3        -1           0.81814      1            -1           
CTF1         HOMEZ        -1           0.76558      1            -1           
CTF1         FOXJ1        0            0.81781      1            -1           
CTF1         POU6F1       0            0.79353      1            -1           
CTF1         OAZ1         0            0.80185      1            -1           
CTF1         HINFP        -1           0.81781      1            -1           
CTF1         ING4         -1           0.86817      1            -1           
CTF1         ZNF384       -1           0.86462      1            -1           
